Username,Date,Reviews,Rating,Model 
FALENICA,10/22/2024,"Well: for starters, I have 2019 IPad Pro 11 first Gen, so the specs are not impressive with the new IPad Air.  First things you notice: No Face ID support. No 120 Hz display.  Not as bright. That’s a lot to cut from 5 year newer unit. That being sad, it is as snappy as it gets.  And has an Apple Intelligence ready M2 chip.  And the wife is happy. Can’t ask for more. Be Well maybe you can after spending 900 doll hairs for a stripped down 5 year old iPad Pro.",4,iPad Air 11inch M2
Ashlei|Ashlei,12/21/2024,Me llegó súper bien con todas las cosas la amo|,5,iPad Air 11inch M2
Placeholder,11/23/2024,"Just received my new iPad Air 11in 128gb  easy to set up, user friendly and  love that the margins are smaller so screen is bigger.I use the iPad more than my laptop, mainly because of the size and lighter weight, battery life seems really good on this newer version which is a big plus.",5,iPad Air 11inch M2
kpd,11/11/2024,"I have used Apple products for years, this is my 3rd iPad in many years. I usually keep one for about 5 years. There are a few new changes in the newer model and I am still discovering what they all are.. The iPad is basically an entertainment tool for me as I am retired. I use mainly for reading a book, and email. I have difficulty reading some things on my phone so I go to the iPad.",5,iPad Air 11inch M2
Barbara Laudet,12/12/2024,Delivery was packaged carefully and the iPad arrived on time and in perfect condition.  Thank you!,5,iPad Air 11inch M2
Hyrum,6/7/2024,"I bought the iPad Air to replace a 2018 iPad Pro which had some earned honorable battle scars, dents, and scratches, but was valiantly chugging along with an aging battery.  I was surprised that for my daily use I could see no detectable differences in display or speed.  I was especially surprised that an obsidian display of some 8000 notes  took about the same time to form on each machine.  I have not timed it, but then I am concerned with perception and not numbers.  A imperceptible difference is not a difference.The two machines are now my constant companions.  I use one while the other charges and the major difference is the color of their cover.  Instead of a replacement I feel I purchased a younger, companionable, clone.I am satisfied with my purchase.  The combination of Apple tablet, watch, and phone continues to be unsurpassed, though I have replaced my MacBook Pro and Mac Mini with a Linux laptop.I am undecided about the new Apple Pencil. My second generation pencil does not work with the air, but a no-name pencil I purchased from Amazon in 2022 works intermittently.  I can usually get it to work again by closing and reopening the program I am using.  The pencil is still on sale for $9.99 but I will probably purchase the $15.99 model with fast charge and palm rejection before considering the generation 3 pencil.I am a college full professor and use these devices primarily for research, writing, preparing and delivering classes, and general office functions.  Number crunching is done on the laptop.",4,iPad Air 11inch M2
BobR52,9/16/2024,Time for me to replace my aging Apple products this year.  My 2019 iPad still works but I really underestimated the amount of storage I needed.  32GB was fine for my first iPad in 2014 but very inadequate for today's demands.  It was becoming pretty useless and I was unable to update the software without having to make more storage available.  So instead I bought one of the new iPad Airs.  I contemplated the Pro model but decided to also update my 12 year old MacBook so decided to go with the Air 11 in model -- really a fine product.  Great speed and screen resolution is superb.  I use it every day reading the news with my coffee.  I opted for Apple Care + as well -- through iPad settings.  I guess next up is a replacement for my iPhone11.,5,iPad Air 11inch M2
Sage,10/5/2024,"I bought this to replace my older 2019 iPad, which is having a video display problem (videos play, but are totally whited out).  I thought this 2024 model would be a lot faster, but I honestly do not see much of a difference in speed of loading/rendering/downloading, etc.  But the iPad works just fine and the graphics are sharp and concise.  The best was being able to use ""Quick Start"" to transfer all my files/data/settings from my old iPad to this new one without having to use any additional apps or iCloud.",4,iPad Air 11inch M2
Teresa R. Singleton|Teresa R. Singleton,12/13/2024,"Very satisfied, I would highly recommend it. Thank you ??",5,iPad Air 11inch M2
Fiona,11/12/2024,"good gift for the family, my father enjoyed it, especially the 128G which helped a lot to storage the data compared to the 64G, I can not tell how much faster M2 is compared to the A14 iPad.  but is good for this 8%off price",5,iPad Air 11inch M2
Nathan Ball,12/3/2024,Does exactly what I purchased it for,4,iPad Air 11inch M2
Edwin Sanchez,12/9/2024,"Gran calidad de producto, excelente calidad de imagen, facilidad de uso|",5,iPad Air 11inch M2
Denise Marlin,12/11/2024,"What can I say, love the iPad itself and saved $30. Win win!",5,iPad Air 11inch M2
Abril Uzcategui,12/13/2024,Love it,5,iPad Air 11inch M2
David M.,12/3/2024,Excelente iPad para la mayoría de tareas. La batería se arregla en la actualización a ipad os 18.|,5,iPad Air 11inch M2
christopher waite,12/4/2024,Bought for my daughter to learn animation. Perfect for her.,5,iPad Air 11inch M2
D. Stairs,10/31/2024,My old IPad quit after four years. This one is much faster loading and executing. I wish it had facial id but I guess that will be for a much more expensive IPad. I can’t really find anything I don’t like about it. Apple iOS  is so superior to Windows which aggravates me. I don’t think I will migrate to Windows 11 because 10 is a pain.,5,iPad Air 11inch M2
John N. Certain,11/30/2024,Updated my old iPad.  Same operation but faster.,5,iPad Air 11inch M2
RG,11/17/2024,We upgraded from our old ipad which was about 6 years old. What a great upgrade. Has all the newest features at a really great price.,5,iPad Air 11inch M2
srf,7/13/2024,"I had an IPad years ago, and while a nice tablet, it frustrated me how difficult it was to load music and videos on it from my PC.  I stayed away for a long time, but thought I'd give Apple one more try.  Apple has totally fixed that irritation since then, as file transfers are much easier in Itunes with this tablet and PC.  Another thing that kept me away from Apple was the lack of expandable storage (micro SD slot) in every phone and tablet.  An SD slot should always be included on any tablet over $300, but the lack of one makes you upgrade sooner, whuch is a garbage move by Apple.  Combined with Apple's ridiculous premium $ they charged for higher storage capacity, I just stayed away.  With this latest tablet, Apple finally charged a somewhat fair price for 256GB in storage, so I bought it.  Gotta say, I love it now.  ITunes works easily with my PC.  Plenty of storage at 256GB.  Nice and bright screen.  Fingerprint ID button placement seems a little odd, but you get used to it quickly.  It works every time.  Long battery life.  Includes fantastic M2 chip, which pretty much destroys every Android tablet chip.  All in all, a ery nice tablet.  Now Apple, about that micro SD slot......",5,iPad Air 11inch M2
Keshav N. Murthy|Keshav N. Murthy,10/18/2024,No issues with delivery or IPAD's functioning. But there are light scratches on the screen. I have attached a picture of the IPAD screen. They are light scratches. Please let me know what should I do?ThanksKeshav Murthy,4,iPad Air 11inch M2
Telelia,8/31/2024,"I've been using other tablets through the last 15+ (oh geeze I'm old) years, from those connected to cellular networks in the early 2010s to recently the z fold 5 which is a phone, and actual tablets in between... I'd say actually purchase the iPad and stop flirting with the competition. It's great, I know the price tag be steep but once you have it, it's the immediate go-to. I've wasted so much time hassling other tablets to remotely have it feel natural and apple has it done, in the bag. Get the pencil and insurance because I've broken tablet pencils, nibs, etc. I'm human, chaos happens, with insurance pencil replacement is 25 $ you're gunna want that. Take yourself next level with your art and get the tablet. No regrets. I'm not paid to make this review, I'm a self made/taught artist, USA based.",5,iPad Air 11inch M2
Noel's mom,12/3/2024,I use it for entertainment.,5,iPad Air 11inch M2
Doran Carrier,9/18/2024,"Love the product and how easy it was to transfer my data.  If I had a complaint, it would be that the description was very slightly misleading.  It had the appearance that it came with everything that it would if I had ordered it from Apple...but it does not.  It does come with a charging brick and cord, but does not come with the Apple Pencil Pro that is described in the ad.  Not a huge deal, but would have been nice.",4,iPad Air 11inch M2
Arvydas Savulionis,12/5/2024,Thanks.,5,iPad Air 11inch M2
Shellyann,11/25/2024,"It’s just as good as the pro only in a budget, I use it for digital art and it is fast and reliableValue for money",5,iPad Air 11inch M2
Carlos,11/29/2024,Cumplió con la descripción|,5,iPad Air 11inch M2
Teresa Shook,11/25/2024,Like everything about it so far. It replaced an iPad 6,5,iPad Air 11inch M2
