Username,Date,Reviews,Rating
Sarah M.|Sarah M.,"Reviewed in the United States on June 6, 2024","For a renewed phone in “Excellent” condition, we were deeply disappointed.",2
Lynn M.,"Reviewed in the United States on April 5, 2024",Liked to quality of the condition of the phone but it didn't seem to have a voice mail app installed.,2
Amazon Customer,"Reviewed in the United States on March 5, 2024","apparently this phone was previously locked to Tmobile, per a call to Samsung.  This is why i cannot get wifi calling on the Verizon network.if Wifi calling is important be careful",2
Argeny Sánchez,"Reviewed in the United States on February 14, 2024","Entiendo que no lo compre nuevo y entiendo los rayones en los Marcos pero me llegó con un rayón en la pantalla no muy grande pero si profundo,se que no es nuevo pero la pantalla debería estar bien al menos|",2
NHEALTH,"Reviewed in the United States on March 5, 2024","The charger provided is very low quality and different brand, made in China. it takes 5 hours + to charge the phone. The phone performance is good but the charger is the big concern and amount of time required to charge.",2
Victor,"Reviewed in the United States on July 6, 2024",Like new but not unlocked,2
Brittany Carroll,"Reviewed in the United States on May 9, 2023",Bought this phone as a birthday gift for my son. When it came I went to have it hooked up to our cell phone company only to find out that the phone is NOT unlocked. Very disappointing! Now I’m going through all kinds of loops to try to get it unlocked. They should not advertise it as Unlocked when it is not!,2
Maseko Manyise,"Reviewed in the United States on May 20, 2023","The things that are not good about this phone.~. Battery drains too fast~the phone heats up during use~its not the super phone I expected, not as fast and smooth.~i have resorted to my Google Pixels 4XL, it gives me better of everything I need.",2
Mikel and Sarah,"Reviewed in the United States on July 18, 2023","Paid extra for ""excellent"". Phone has visible scratches on screen, large scrape on lower left corner. Good phone but not as advertised.",2
Nancy Cooper,"Reviewed in the United States on February 2, 2024",My phone worked well for about 45 days.,2
ismael,"Reviewed in the United States on December 13, 2022",Phone size and Camara capacity are disappointing.,2
Panchillo,"Reviewed in Mexico on October 21, 2024",mucho dura no batería la y demasiado calienta se teléfono El|,2
Joe A.,"Reviewed in Mexico on March 14, 2024","Salio muy mal el producto, pero me regresaron mi dinero|",2
Roberto PR,"Reviewed in Mexico on June 22, 2023","El equipo llego sin estar desbloqueado por lo que no fue posible que reconociera el SIM de ATT, al igual de que no llego en condiciones excelentes como indican, la parte trasera traia muchos daños visibles a 30 cm del telefono.|",2
Jay M,"Reviewed in the United States on November 3, 2024","I bought this phone after my husband researched it for an upgrade for my mom.  She didn't need anything fancy but I wanted something middle of the road as the free upgrade was not great.  First let me say that the screen was in great condition and the phone works just fine.  However, if you are going to list a phone as refurbished in excellent condition it shouldn't come with the edges worn and scratched.  I expected a few but, this one looked as though it was put through the wringer.  Again, at least with a case it will cover some of that but, more of the principal of it being listed as excellent condition when a good condition one runs about 150.00. But honestly would have hated to see the what the good condition looked like if that is what the excellent standard is.",3
Amazon Customer,"Reviewed in the United States on November 10, 2024",Worked great for 6 months then Bluetooth and wifi stopped working. Board is bad and they want 300.00 to fix it. I'll go back to iphone.,3
Richard Kenyon|Richard Kenyon,"Reviewed in the United States on November 15, 2024",Pictures show phone comes with a screen pen and it doesn't.,3
Ethan|Ethan,"Reviewed in the United States on March 10, 2023","As soon as I took it out of the box, I could tell it was a used phone. It had major scuffs on the corner aswell as around the charge port. I bought one that was supposed to be ""excellent condition"" which I thought would be like new. But it's apparent this one belongs in the ""acceptable"" category. Of course a used phone isn't gonna be perfect, but this one isn't exactly excellent condition. I'm going to put a case around it anyway, so those scuffs won't matter to much to meThe screen looks like it was replaced due to it being scratch free and it had a plastic film over it. My main concern is it might lack it's original waterproof capability because of that, unless the restorer used an OEM seal when applying the new screen.Overall, the phone works really well and there is absolutely no problems using it. I think its a great deal for a phone that is still relatively new and has a lot of life left. I like that it came with a charger in the box. The only reason I give it 3 stars is because of the misleading ""great condition"" factor. It also had lots of software updates to download the first couple days of use.",3
